genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
ZNF358	ENSG00000198816	ZNF358	-1.39655658948625	5.33160056694786	34.5909765657697	4.06787587926973e-09	4.14183725889282e-08	TRUE
RTN3	ENSG00000133318	RTN3	1.21997968192891	7.27456173018756	34.5877024427513	4.07472373080583e-09	4.14484325963423e-08	TRUE
MAP4K4	ENSG00000071054	MAP4K4	1.45453958804809	7.97173729959616	34.5809678852705	4.08884542071245e-09	4.15523546097235e-08	TRUE
CTBS	ENSG00000117151	CTBS	1.19039406207944	6.54648193535263	34.5392818602109	4.17735402095601e-09	4.23708739589818e-08	TRUE
SLC15A3	ENSG00000110446	SLC15A3	1.36235971582602	7.50328319076814	34.5108242100186	4.23887536290364e-09	4.29539370107569e-08	TRUE
NIBAN2	ENSG00000136830	NIBAN2	1.1064549576741	7.19559788478431	34.4662829981073	4.33699362863405e-09	4.39063864973038e-08	TRUE
PTBP3	ENSG00000119314	PTBP3	1.10245837946561	7.88989164269703	34.4560419453376	4.35987298804084e-09	4.4096053795394e-08	TRUE
HELB	ENSG00000127311	HELB	1.21607725176406	7.13434829973916	34.4471076883582	4.37993155634098e-09	4.42568582710998e-08	TRUE
PTTG1IP	ENSG00000183255	PTTG1IP	1.16452243060119	7.96113106544353	34.4020705248745	4.48246177894281e-09	4.52498987931229e-08	TRUE
RSAD2	ENSG00000134321	RSAD2	2.22806111090656	7.48600425257628	34.3544849496484	4.59340634552312e-09	4.63259180249915e-08	TRUE
ARF1	ENSG00000143761	ARF1	1.41874900176008	8.26763881068294	34.3523552431485	4.59843549405839e-09	4.63327212658913e-08	TRUE
HILPDA	ENSG00000135245	HILPDA	2.02843241373414	6.7569146814885	34.3292262200077	4.65340942830566e-09	4.68422670928781e-08	TRUE
SAMD8	ENSG00000156671	SAMD8	1.14520141222949	6.84950376466922	34.3167870797159	4.68324692039696e-09	4.7098059766563e-08	TRUE
CTSF	ENSG00000174080	CTSF	-1.51478569879721	5.2942119580618	34.3114687187925	4.69606235463934e-09	4.71823450928825e-08	TRUE
SLU7	ENSG00000164609	SLU7	1.13232325794935	6.77704086129693	34.3006879729375	4.72214812300187e-09	4.73976310576143e-08	TRUE
MYO9B	ENSG00000099331	MYO9B	1.62248850595511	9.26688676862162	34.2989367743469	4.72639911204218e-09	4.73976310576143e-08	TRUE
TUG1	ENSG00000253352	TUG1	1.12400626684942	7.51114312208262	34.295152139785	4.73559930976254e-09	4.74451757588262e-08	TRUE
PNKD	ENSG00000127838	PNKD	1.06829392593384	6.76064321050998	34.2523463631498	4.84091433747371e-09	4.84546834907999e-08	TRUE
NRBF2	ENSG00000148572	NRBF2	1.23128234275935	6.54267951814729	34.2497119844038	4.84747178788863e-09	4.84747178788863e-08	TRUE
IP6K1	ENSG00000176095	IP6K1	1.08943017735442	6.89582822358085	34.2042512158222	4.96204361476643e-09	4.95738441888402e-08	TRUE
SNX27	ENSG00000143376	SNX27	1.10065917818536	7.29276510406411	34.2022891655969	4.96704903604716e-09	4.95772999470373e-08	TRUE
OSBP	ENSG00000110048	OSBP	1.04606093963003	6.57369333659137	34.1983141083842	4.97720538039488e-09	4.96321136339283e-08	TRUE
CWC25	ENSG00000273559	CWC25	1.49855283784633	6.44279424685399	34.1792427029331	5.02622318055754e-09	5.00739837463785e-08	TRUE
LAMP2	ENSG00000005893	LAMP2	1.20294240761615	7.80603578162207	34.1683574364551	5.05441717856955e-09	5.03077631243967e-08	TRUE
NRBP1	ENSG00000115216	NRBP1	1.03661080099503	6.93143518542823	34.1662730091762	5.05983410798039e-09	5.03146120644031e-08	TRUE
WASHC2A	ENSG00000099290	WASHC2A	1.26743559267925	7.17724747028746	34.1600551457308	5.07602741561092e-09	5.04285076583569e-08	TRUE
ANKAR	ENSG00000151687	ANKAR	-1.46521855036967	5.12615273845791	34.1510338555739	5.09961406491945e-09	5.06155724353946e-08	TRUE
AVL9	ENSG00000105778	AVL9	1.09220330196339	7.30424260676543	34.1339464545918	5.14459125768247e-09	5.10143997965904e-08	TRUE
ETV6	ENSG00000139083	ETV6	1.03245908600035	7.22184801341948	34.1217369376277	5.17697210347013e-09	5.12876938369853e-08	TRUE
ROCK1	ENSG00000067900	ROCK1	1.10764613004494	7.71258662367462	34.1034546704972	5.22584052102425e-09	5.17236680406493e-08	TRUE
TALDO1	ENSG00000177156	TALDO1	1.27099485346394	7.56736952802401	34.0919569128156	5.25681033074129e-09	5.19407699556602e-08	TRUE
HNRNPA2B1	ENSG00000122566	HNRNPA2B1	1.27020073004528	8.16691117388571	34.0855306171653	5.27419989947498e-09	5.2057037968844e-08	TRUE
SOX12	ENSG00000177732	SOX12	-1.56528835663926	5.03395057224392	34.0797680497431	5.28984240455647e-09	5.21630428030406e-08	TRUE
H2BC18	ENSG00000203814	H2BC18	1.13393616332635	6.97229209415838	34.0536802030872	5.36124125628646e-09	5.28181545989703e-08	TRUE
SMCR8	ENSG00000176994	SMCR8	1.17814057155821	7.54271331373145	34.0506395711418	5.36962559981706e-09	5.28417086766017e-08	TRUE
PGAP6	ENSG00000129925	PGAP6	1.13553812467825	6.78149381095508	34.049212661453	5.37356473572209e-09	5.28417086766017e-08	TRUE
PRRC2A	ENSG00000204469	PRRC2A	1.18146643958971	8.12321223339623	34.0425888358152	5.39188844280281e-09	5.29729390871855e-08	TRUE
UBE2W	ENSG00000104343	UBE2W	1.03320453502016	6.73225239166157	34.0374130432677	5.40624994892342e-09	5.30650363990269e-08	TRUE
TYROBP	ENSG00000011600	TYROBP	1.42747472552194	8.50071439085986	34.0174931319514	5.4618809781845e-09	5.35263887845672e-08	TRUE
SDF4	ENSG00000078808	SDF4	1.02892959727341	7.03914703152601	34.0169827872895	5.46331374248496e-09	5.35263887845672e-08	TRUE
SKAP2	ENSG00000005020	SKAP2	1.08172614051153	7.32000329553616	33.9619716594868	5.61998224882181e-09	5.50106818099945e-08	TRUE
SPPL2A	ENSG00000138600	SPPL2A	1.18314378556025	7.44747718605775	33.931246439111	5.7094360730368e-09	5.58349263024923e-08	TRUE
RSC1A1	ENSG00000215695	RSC1A1	-1.57925243254766	5.10128250457132	33.9252738930354	5.72698945752767e-09	5.59551587034843e-08	TRUE
WAS	ENSG00000015285	WAS	1.17336769728066	7.35827889052056	33.9221052416582	5.73632409467928e-09	5.59949434563188e-08	TRUE
PPP4R2	ENSG00000163605	PPP4R2	1.03550241042808	6.83335152648037	33.9156232255676	5.75546718009027e-09	5.61303123704495e-08	TRUE
P2RX1	ENSG00000108405	P2RX1	1.358176588772	6.42553113101541	33.9087534994394	5.7758251126166e-09	5.62772703280591e-08	TRUE
RXYLT1	ENSG00000118600	RXYLT1	-1.27260168962324	5.0294113967026	33.8666013117405	5.90232850319462e-09	5.74572509368626e-08	TRUE
AGO4	ENSG00000134698	AGO4	1.03440573640805	7.21478858029775	33.8454582753326	5.96682232260286e-09	5.80319831010004e-08	TRUE
LPAR5	ENSG00000184574	LPAR5	-1.47988689097689	5.46205050668497	33.8423174101632	5.97646310798558e-09	5.80726643552206e-08	TRUE
RNASEK	ENSG00000219200	RNASEK	1.30398864886796	7.29093662826345	33.8355053929399	5.99742601880387e-09	5.8223186897877e-08	TRUE
PARP6	ENSG00000137817	PARP6	1.37640066313353	7.19994824679443	33.7845409974416	6.15661515696345e-09	5.97141160164914e-08	TRUE
LAT2	ENSG00000086730	LAT2	1.18765526636721	7.44507245480247	33.7732384831866	6.19248837589154e-09	6.00073554822277e-08	TRUE
MDM4	ENSG00000198625	MDM4	1.19332067940589	7.75776085936784	33.7325661342308	6.32331980817895e-09	6.12194019645351e-08	TRUE
MARK3	ENSG00000075413	MARK3	1.0721310693284	7.31500379385643	33.7259349368389	6.34491142647901e-09	6.13725977979424e-08	TRUE
DNAJB6	ENSG00000105993	DNAJB6	1.02151921516336	7.06007071643989	33.7094274762114	6.39898204650747e-09	6.18393905311893e-08	TRUE
SP3	ENSG00000172845	SP3	1.15193999364939	7.89483746260658	33.6953652270893	6.4454071661088e-09	6.22315174658781e-08	TRUE
TPM3	ENSG00000143549	TPM3	1.34776284715409	8.78408078081483	33.6921188134909	6.45617271617695e-09	6.22789462376453e-08	TRUE
CORO7	ENSG00000262246	CORO7	1.19418756685102	7.818547518842	33.6707479616458	6.52749224731995e-09	6.29098890502575e-08	TRUE
MYH9	ENSG00000100345	MYH9	1.7465388598465	10.1923688743577	33.6240607514801	6.68605517536170e-09	6.43797530007678e-08	TRUE
RNF40	ENSG00000103549	RNF40	1.12110516110012	7.40255699491475	33.6163280733078	6.7126874169377e-09	6.45777523654766e-08	TRUE
TRAFD1	ENSG00000135148	TRAFD1	1.05952074206982	6.76693094817251	33.6139787482213	6.72079978865774e-09	6.45952067868456e-08	TRUE
RTN4	ENSG00000115310	RTN4	1.18470065227006	7.71887332205388	33.6122881193387	6.72664371426926e-09	6.45952067868456e-08	TRUE
CPPED1	ENSG00000103381	CPPED1	1.20539771996385	6.54597273285982	33.6101305780096	6.73410898852559e-09	6.46085839836901e-08	TRUE
EXD2	ENSG00000081177	EXD2	-1.35767862104246	5.49546057732515	33.5936575037203	6.7913814127152e-09	6.50993677759367e-08	TRUE
NAIP	ENSG00000249437	NAIP	1.2897782485788	7.80318732346398	33.5586747138835	6.91463029884699e-09	6.61615704853704e-08	TRUE
DOCK8	ENSG00000107099	DOCK8	1.42742850715181	9.03614741129695	33.5398750003736	6.98178693824422e-09	6.67441267052278e-08	TRUE
XRN1	ENSG00000114127	XRN1	1.25840183946947	7.76772519265592	33.5090418206011	7.09334691529366e-09	6.77497407349412e-08	TRUE
HNRNPC	ENSG00000092199	HNRNPC	1.40485717590001	8.70025055369165	33.4925123513131	7.15388679230756e-09	6.82666865203161e-08	TRUE
TRIM38	ENSG00000112343	TRIM38	1.09321172707689	7.58116061201884	33.4738052374275	7.22302685613823e-09	6.88647004922139e-08	TRUE
GPBP1L1	ENSG00000159592	GPBP1L1	1.08473717526981	7.52454597370277	33.4542928593842	7.29585628956987e-09	6.94967868585706e-08	TRUE
ITSN2	ENSG00000198399	ITSN2	1.03842096686981	7.46519938767592	33.4086765170665	7.46900052375801e-09	7.10824379005235e-08	TRUE
CHST11	ENSG00000171310	CHST11	1.20205135054456	7.76913481405679	33.335998096771	7.75340514864992e-09	7.37231731739367e-08	TRUE
LRPAP1	ENSG00000163956	LRPAP1	1.33851183712777	7.52548785361507	33.3246643019113	7.79872377698351e-09	7.40878758813433e-08	TRUE
PLP2	ENSG00000102007	PLP2	1.08318164631362	6.57615409072309	33.3059308698595	7.87421253875239e-09	7.47233320610663e-08	TRUE
TMCC1	ENSG00000172765	TMCC1	1.32242143129319	6.80892057706561	33.3045860726925	7.8796596402741e-09	7.47233320610663e-08	TRUE
CABLES1	ENSG00000134508	CABLES1	-1.5406459982565	5.55016823432225	33.2605186647905	8.06025815631436e-09	7.6367895621714e-08	TRUE
AK1	ENSG00000106992	AK1	-1.54790054816033	5.42409118156703	33.2123011807169	8.26261785470888e-09	7.82155284467104e-08	TRUE
MON2	ENSG00000061987	MON2	1.13783540233283	7.37630680630345	33.2010583700262	8.31052871290479e-09	7.85991337824951e-08	TRUE
CNOT3	ENSG00000088038	CNOT3	1.28676429506788	6.38530504915252	33.1911352203227	8.35304699823638e-09	7.89311012977221e-08	TRUE
DICER1	ENSG00000100697	DICER1	1.18686688165457	8.02981473575398	33.1627862269717	8.4757196600852e-09	8.00192166666429e-08	TRUE
NT5DC1	ENSG00000178425	NT5DC1	-1.30535613851673	5.44425905445647	33.1566297807363	8.50259759429745e-09	8.02018070951462e-08	TRUE
NDST1	ENSG00000070614	NDST1	1.18081941190611	6.96734500523806	33.1238665383973	8.64707860532272e-09	8.1492397130765e-08	TRUE
HCP5	ENSG00000206337	HCP5	1.38937881635994	7.36441521728962	33.097358427915	8.76577306922088e-09	8.25378986340798e-08	TRUE
SERP1	ENSG00000120742	SERP1	1.12814438740405	7.51108087634251	33.0907225254841	8.79574093336178e-09	8.271314749485e-08	TRUE
CCNG2	ENSG00000138764	CCNG2	1.37322177781181	6.63955423868827	33.0805238247678	8.84199862603066e-09	8.29737958206254e-08	TRUE
DIP2B	ENSG00000066084	DIP2B	1.19494677049235	7.57244190371178	33.0802465114777	8.84325981772455e-09	8.29737958206254e-08	TRUE
STX11	ENSG00000135604	STX11	1.21309911219739	6.63731177947362	33.0585522417133	8.94248350860096e-09	8.38308586180742e-08	TRUE
GPI	ENSG00000105220	GPI	1.35368590101199	8.18932082592445	33.0551567337232	8.9581142424576e-09	8.39034643835818e-08	TRUE
FASTKD3	ENSG00000124279	FASTKD3	-1.35657858307564	5.11139081846204	33.0226264619587	9.10925651867433e-09	8.52440539654309e-08	TRUE
KPNB1	ENSG00000108424	KPNB1	1.13184173105161	8.05420366463519	33.0079471440879	9.17829337414132e-09	8.58146234629733e-08	TRUE
CCDC112	ENSG00000164221	CCDC112	-1.4274846184065	5.15997362130361	33.0036523303406	9.1985908021945e-09	8.59288903734412e-08	TRUE
WARS1	ENSG00000140105	WARS1	1.23801941368891	7.75457371378503	33.0010694764342	9.21081909474131e-09	8.59676448842522e-08	TRUE
XIAP	ENSG00000101966	XIAP	1.03459820357239	6.98710249430688	32.9880588466657	9.27266478297266e-09	8.64690212890702e-08	TRUE
C9orf72	ENSG00000147894	C9orf72	1.243570425829	7.35088494576097	32.9132868767031	9.63624139861749e-09	8.9614625008146e-08	TRUE
AFF1	ENSG00000172493	AFF1	1.09286005161549	7.76826878168374	32.9128002015475	9.63865401696008e-09	8.9614625008146e-08	TRUE
MED28	ENSG00000118579	MED28	1.20639637050077	7.21228414160774	32.9108927966928	9.64811552103351e-09	8.9614625008146e-08	TRUE
PLCL1	ENSG00000115896	PLCL1	-1.18516600454373	5.18469337892111	32.9074978239632	9.66497898605937e-09	8.9614625008146e-08	TRUE
ATP6V1G1	ENSG00000136888	ATP6V1G1	1.13976681523618	6.95381379400138	32.9070276753333	9.66731662831463e-09	8.9614625008146e-08	TRUE
KLHL2	ENSG00000109466	KLHL2	1.2013388060978	6.461340120351	32.9066999651315	9.66894638245786e-09	8.9614625008146e-08	TRUE
AMPD2	ENSG00000116337	AMPD2	1.24623341437507	7.52986694688993	32.8804843736093	9.80021611419015e-09	9.07522188468087e-08	TRUE
LEPROT	ENSG00000213625	LEPROT	1.00296450474123	7.00980039729909	32.8502663353683	9.95374349702826e-09	9.2093765920331e-08	TRUE
F11R	ENSG00000158769	F11R	1.29140575089575	7.50850843614147	32.7901426120192	1.02664132270802e-08	9.49041153224443e-08	TRUE
TBC1D22A	ENSG00000054611	TBC1D22A	1.23980630681111	7.01007061309902	32.7602428870976	1.04255484279339e-08	9.62915236746676e-08	TRUE
MED15	ENSG00000099917	MED15	1.14682158324928	7.16614530541433	32.7519942176751	1.04698834886116e-08	9.65214565685866e-08	TRUE
PRKD2	ENSG00000105287	PRKD2	1.23725467289447	6.55124563025578	32.7506838485173	1.04769438397018e-08	9.65214565685866e-08	TRUE
SPG11	ENSG00000104133	SPG11	1.15559828753858	7.9513725913173	32.7505513316477	1.04776581143532e-08	9.65214565685866e-08	TRUE
NUFIP2	ENSG00000108256	NUFIP2	1.18444709755366	8.21057714148092	32.7202148639048	1.0642463982762e-08	9.78701960039647e-08	TRUE
IRF2BP2	ENSG00000168264	IRF2BP2	1.27326876435618	8.01316908683211	32.7019073489812	1.07431750253276e-08	9.87110382292625e-08	TRUE
PRAM1	ENSG00000133246	PRAM1	1.49085210078494	6.52198224662388	32.6958533152925	1.07766883094373e-08	9.89335320210633e-08	TRUE
RALGAPA2	ENSG00000188559	RALGAPA2	1.22919983177569	7.42138256695478	32.66947040263	1.09239628226971e-08	1.00199107270256e-07	TRUE
ERI3	ENSG00000117419	ERI3	-1.16810217603516	5.42398504939766	32.6490738630619	1.10392004943069e-08	1.01081835851485e-07	TRUE
CXCL5	ENSG00000163735	CXCL5	2.11420227019176	6.68797115043184	32.6366626491227	1.1109917218474e-08	1.01641890975549e-07	TRUE
ST14	ENSG00000149418	ST14	1.06555904595522	6.58932389828812	32.6184941029653	1.12142572076582e-08	1.02458014003668e-07	TRUE
LINC00528	ENSG00000269220	LINC00528	1.79928125609175	6.52066197228649	32.6177793135096	1.12183821723941e-08	1.02458014003668e-07	TRUE
COQ6	ENSG00000119723	COQ6	-1.12579456436999	5.36277097202047	32.593695185441	1.13582606480892e-08	1.03646563718413e-07	TRUE
MARCHF6	ENSG00000145495	MARCHF6	1.05310483224794	7.41197065847071	32.585064240281	1.14088124738466e-08	1.04018650147153e-07	TRUE
FBXO32	ENSG00000156804	FBXO32	-1.41105150095472	5.25143772261343	32.5805490772362	1.14353476996342e-08	1.04171318085709e-07	TRUE
RANGRF	ENSG00000108961	RANGRF	-1.24825493770156	5.31386227076876	32.5788371172099	1.14454248963902e-08	1.04173927200677e-07	TRUE
LENG8	ENSG00000167615	LENG8	1.29130839737601	8.14776430854787	32.5730280210466	1.14796856164729e-08	1.04396457230146e-07	TRUE
OS9	ENSG00000135506	OS9	1.28901295155257	8.43122433982992	32.5589701399472	1.15630214590473e-08	1.05064516075374e-07	TRUE
BMS1P1	ENSG00000204177	BMS1P1	-1.34562538891894	5.06571496728991	32.5525618043185	1.16012112073426e-08	1.05321576148571e-07	TRUE
SIRPB2	ENSG00000196209	SIRPB2	1.2064918361894	6.94412784825167	32.5410670128504	1.16700299295565e-08	1.05856025959489e-07	TRUE
HK3	ENSG00000160883	HK3	1.16425744552861	7.23042959561045	32.530749659545	1.17321475321653e-08	1.06328832829845e-07	TRUE
REL	ENSG00000162924	REL	1.29768314774129	7.97981562370024	32.5154069805736	1.18251340212608e-08	1.06989307811407e-07	TRUE
GAPT	ENSG00000175857	GAPT	1.34393108625154	7.03866428643169	32.4977877523344	1.1932828826495e-08	1.07871961524135e-07	TRUE
RASAL2	ENSG00000075391	RASAL2	-1.30624522627779	5.68879457065334	32.4826312467398	1.20262563096428e-08	1.08589997118955e-07	TRUE
STRADB	ENSG00000082146	STRADB	-1.80744533691739	5.81764481811498	32.4815951332341	1.20326697935384e-08	1.08589997118955e-07	TRUE
ARPC4	ENSG00000241553	ARPC4	1.20902883250444	7.96968908598211	32.4727800640124	1.2087373314346e-08	1.08991230563256e-07	TRUE
NPIPB5	ENSG00000243716	NPIPB5	1.24763753177521	7.58054092355667	32.4667681628368	1.21248240692353e-08	1.09236348938749e-07	TRUE
GSDMD	ENSG00000104518	GSDMD	1.0604612208181	7.16291613788083	32.4621045842546	1.21539555626028e-08	1.09406165132059e-07	TRUE
CAPZA2	ENSG00000198898	CAPZA2	1.16533678667609	7.59351005297949	32.4473760911284	1.22464196392914e-08	1.10145312732089e-07	TRUE
RP2	ENSG00000102218	RP2	1.05992830922741	6.84626795891358	32.4279924612829	1.23691829009052e-08	1.11061692882389e-07	TRUE
ACAA1	ENSG00000060971	ACAA1	1.1006025039587	6.57172815101849	32.4243176177486	1.23925955822663e-08	1.11178091901614e-07	TRUE
FLOT2	ENSG00000132589	FLOT2	1.23372094753134	7.42358203300717	32.4184733722316	1.24299211352981e-08	1.11419006638224e-07	TRUE
RERE	ENSG00000142599	RERE	1.00225880884484	6.77193314831684	32.4079669120909	1.24973063476063e-08	1.1174062146095e-07	TRUE
MOB3C	ENSG00000142961	MOB3C	1.16216507492876	6.68426189872133	32.3939725731821	1.2587630357198e-08	1.12404480918409e-07	TRUE
RAPGEF1	ENSG00000107263	RAPGEF1	1.36628502889221	8.56047317717367	32.3931928009958	1.25926824487541e-08	1.12404480918409e-07	TRUE
ZFAND3	ENSG00000156639	ZFAND3	1.22633163326531	6.7692790534644	32.3878693828488	1.26272268197324e-08	1.1261835151882e-07	TRUE
KLHL20	ENSG00000076321	KLHL20	-1.03056615838105	5.54353632937981	32.3679155835857	1.27575564830866e-08	1.13685427956484e-07	TRUE
ELF2	ENSG00000109381	ELF2	1.08041621745546	7.03340549156843	32.3545725167699	1.28454585567584e-08	1.14372953174819e-07	TRUE
GDI1	ENSG00000203879	GDI1	1.26588480299557	7.46115300040053	32.3500243005225	1.28755599337552e-08	1.14545115129729e-07	TRUE
EPB41L5	ENSG00000115109	EPB41L5	-1.53147361869736	5.08858688868578	32.3478115871562	1.28902298316225e-08	1.14579820725534e-07	TRUE
RLIM	ENSG00000131263	RLIM	1.09129313914714	7.59942000119693	32.3064915472471	1.31672705033992e-08	1.16847171106062e-07	TRUE
SLC2A6	ENSG00000160326	SLC2A6	1.11139693557517	6.40373510989346	32.2864019317648	1.33041133060797e-08	1.17963137980574e-07	TRUE
NCOA1	ENSG00000084676	NCOA1	1.11185425198469	7.37767917792976	32.2773239336596	1.33664155641405e-08	1.18416870609871e-07	TRUE
LGALS8	ENSG00000116977	LGALS8	1.09381799336993	7.62260532925835	32.2662030847647	1.34431363151704e-08	1.18898562255539e-07	TRUE
BAZ2B	ENSG00000123636	BAZ2B	1.13556162399522	7.75980839239717	32.2455560046825	1.35867484274126e-08	1.19979131385252e-07	TRUE
KIAA0040	ENSG00000235750	KIAA0040	1.18194727684187	7.00694362980938	32.245396740113	1.35878621540628e-08	1.19979131385252e-07	TRUE
GSK3A	ENSG00000105723	GSK3A	1.17932239445129	6.48410444702467	32.2337138320214	1.36698098377464e-08	1.20533257338813e-07	TRUE
PCBP1-AS1	ENSG00000179818	PCBP1-AS1	1.28959543285691	6.42381278989439	32.2332214254435	1.36732745872131e-08	1.20533257338813e-07	TRUE
TM9SF4	ENSG00000101337	TM9SF4	1.13338626106237	7.01118196818573	32.2299354796684	1.36964182125758e-08	1.20637325978316e-07	TRUE
SHISA5	ENSG00000164054	SHISA5	1.24352281810005	7.7352724264489	32.2219332584232	1.37529438455704e-08	1.21035006217427e-07	TRUE
NPC1	ENSG00000141458	NPC1	1.04461673485103	7.23072749237947	32.2073916549406	1.38562607819128e-08	1.21843483239299e-07	TRUE
RNF213	ENSG00000173821	RNF213	1.77786816134042	10.7996589813308	32.1894632399338	1.39847114883813e-08	1.22871453539535e-07	TRUE
MAGEH1	ENSG00000187601	MAGEH1	-1.266736688605	5.16956121164054	32.1875850786779	1.39982366734464e-08	1.22888810400553e-07	TRUE
ATP1A1	ENSG00000163399	ATP1A1	1.17732230583695	8.05751678689631	32.181879438854	1.40394050569326e-08	1.23148614843993e-07	TRUE
RABGEF1	ENSG00000154710	RABGEF1	1.40530813039094	6.71457054556495	32.1674387797343	1.41441426659913e-08	1.23965138357618e-07	TRUE
ZNF274	ENSG00000171606	ZNF274	1.1838974163466	6.53850681020756	32.1290594741203	1.44263264248647e-08	1.26230356217566e-07	TRUE
RNF130	ENSG00000113269	RNF130	1.27027496955504	8.07772790843121	32.1087631269725	1.45778277927298e-08	1.2745118135961e-07	TRUE
BAZ2A	ENSG00000076108	BAZ2A	1.12052512337828	7.53689389189045	32.0967391314777	1.46683311326659e-08	1.28137145526737e-07	TRUE
PRADC1	ENSG00000135617	PRADC1	-1.36542321280061	5.06423885406794	32.0932409717773	1.46947669411125e-08	1.28262772972467e-07	TRUE
EFCAB13	ENSG00000178852	EFCAB13	-1.43559015725375	5.01708117656954	32.0734994910307	1.48448516167364e-08	1.294665747558e-07	TRUE
SIPA1L1	ENSG00000197555	SIPA1L1	1.14748279391557	7.67695577716578	32.04872093671	1.50354056237988e-08	1.31021061291744e-07	TRUE
ATP6V1E1	ENSG00000131100	ATP6V1E1	1.1741064633908	7.08555411681068	32.036795689649	1.51279855071567e-08	1.31619269718025e-07	TRUE
ALDOC	ENSG00000109107	ALDOC	1.54553229021545	6.91323543267834	32.036691885325	1.51287938783031e-08	1.31619269718025e-07	TRUE
PCNX3	ENSG00000197136	PCNX3	1.0404166891702	6.90980065084402	32.0271860248189	1.52030040023905e-08	1.32156832177643e-07	TRUE
TLE4	ENSG00000106829	TLE4	1.01071421064614	6.84855775362519	32.0195566495136	1.52628285010912e-08	1.32568567552335e-07	TRUE
TAB2	ENSG00000055208	TAB2	1.10196086901039	7.43002824049162	31.9681903698983	1.5671793483349e-08	1.36009692220908e-07	TRUE
GAPDH	ENSG00000111640	GAPDH	1.70420756967301	10.9430540452934	31.9583605281862	1.5751298465034e-08	1.36588276828004e-07	TRUE
MRPS17	ENSG00000239789	MRPS17	-1.3662295392564	5.08318224049196	31.9515824895756	1.58063552960577e-08	1.36954088232943e-07	TRUE
PGAM1	ENSG00000171314	PGAM1	1.38354735780338	8.25831692178751	31.9465030545188	1.58477409848662e-08	1.37200947175734e-07	TRUE
TMEM254	ENSG00000133678	TMEM254	-1.41171303958286	5.1785323963241	31.9320957352378	1.59657189259881e-08	1.38109958839442e-07	TRUE
PRKAR1B	ENSG00000188191	PRKAR1B	-1.35850950419118	5.13521072770215	31.8927384426346	1.62925095412294e-08	1.40822340795029e-07	TRUE
MAGEF1	ENSG00000177383	MAGEF1	-1.33406443742068	5.25841522470586	31.8871308537235	1.63396125064967e-08	1.41114835283381e-07	TRUE
PDGFC	ENSG00000145431	PDGFC	-1.55780988794089	5.09680464195942	31.8720987689003	1.64665539525861e-08	1.42095810264003e-07	TRUE
EAF1	ENSG00000144597	EAF1	1.36296571414154	7.21316190282506	31.8251087411292	1.68697764739803e-08	1.45457391963655e-07	TRUE
ZNF710-AS1	ENSG00000259291	ZNF710-AS1	-1.35205989022111	5.1116161952233	31.8199339462565	1.69147817397804e-08	1.45727350373492e-07	TRUE
POR	ENSG00000127948	POR	1.36476651729208	7.33152339309831	31.81619776056	1.69473501444743e-08	1.45889810305184e-07	TRUE
PPP4C	ENSG00000149923	PPP4C	1.10842848946211	6.89763300233783	31.8088022241467	1.70120025232095e-08	1.4623055470455e-07	TRUE
PRMT9	ENSG00000164169	PRMT9	-1.00132283705418	5.29582411981568	31.8085262594089	1.70144198049091e-08	1.4623055470455e-07	TRUE
MAU2	ENSG00000129933	MAU2	1.04177285347481	7.09716983668024	31.778547541109	1.72790742669734e-08	1.48385270541241e-07	TRUE
ZNF10	ENSG00000256223	ZNF10	-1.37299443340427	5.07820454679365	31.7751270098155	1.73095318765069e-08	1.48526950940349e-07	TRUE
VPS13B	ENSG00000132549	VPS13B	1.19639719260346	8.05692404257586	31.7680479408752	1.73727373124079e-08	1.48949174056422e-07	TRUE
ARPC5	ENSG00000162704	ARPC5	1.29055089183455	8.34317425296789	31.7500386876114	1.75345769877997e-08	1.50215699798864e-07	TRUE
DTX3L	ENSG00000163840	DTX3L	1.19724032979413	7.64219195559671	31.744443980723	1.75851604667111e-08	1.50527841806763e-07	TRUE
GPR65	ENSG00000140030	GPR65	1.06001415961303	7.16058966818565	31.740552228974	1.76204331771021e-08	1.50708528138558e-07	TRUE
MRPS28	ENSG00000147586	MRPS28	-1.35928250501878	5.13178898364282	31.7375998035688	1.76472396154189e-08	1.50816569885989e-07	TRUE
DDX39B	ENSG00000198563	DDX39B	1.2316103882665	8.16371786346632	31.716125389523	1.78434488173991e-08	1.52371023609251e-07	TRUE
GNS	ENSG00000135677	GNS	1.48869089096005	9.10453199311936	31.6894554251407	1.80901741367202e-08	1.54354011880275e-07	TRUE
CHST14	ENSG00000169105	CHST14	-1.34745067539273	5.08044736727161	31.6654200100452	1.8315453419767e-08	1.56025960277278e-07	TRUE
GUSBP1	ENSG00000215190	GUSBP1	-1.23922498367121	5.13910992144114	31.6461070994734	1.84985041566509e-08	1.57459267381413e-07	TRUE
SZT2	ENSG00000198198	SZT2	1.00557689625248	7.25089950376098	31.6393244737918	1.85632248011155e-08	1.57883862417161e-07	TRUE
STX6	ENSG00000135823	STX6	1.09378217577671	7.18204456589743	31.635067872464	1.86039576020922e-08	1.58103920835672e-07	TRUE
RN7SK	ENSG00000202198	RN7SK	1.89180321191032	13.8274241802174	31.5738202513116	1.92000663276814e-08	1.63024561051394e-07	TRUE
